YEAR,country,ccode,region,rcode,sum,NUM,unga_imp,unga_impcons,ecoaid,milaid,OFDI,gdp,GdpPc,population,geo_distance,xxtot,mmtot,dist_CHINA,timepaytax,unemp,inflation,exchrate,legal,property,corru,tradefree,invfree,finfree,ecoaidpc,milaidpc,diaspora,chineseXunga_imp,chineseXmilaidpc,chineseXecoaidpc,agnu_china,bit,diplo,usainvXunga_imp,usainvXecoaidpc,usainvXmilaidpc,dummy_unga_china,SOEs,POEs,seasia,soe_dummy,ungaXsoe,ecoaidXsoe,milaidXsoe,sumrel,ofdirel,usainvXdiaspora,usainvXsoe,usainv,unga_impstd,ecoaidstd,milaidstd,ofdistd,ecoaidpcln,milaidpcln,indexXdiaspora,index2,s,ssoes,spoes,sel,dummy1,dummy2,dummy3,dummy4,dummy5,dummy6,dummy7,dummy8,region1,region2,region3,region4,region5,region6,region7,region8,trade,country1,comlang,dist,distw,distance,tradew,tradewstd,distancestd,comlangstd,pc1,pc2,pc3,INDEX,min_INDEX,max_INDEX,index,_est_soe,_est_poe,_est_one,_est_two,_est_three,_est_four,_est_five,_est_six,_est_seven,_est_eight,p1,_est_HECK_SOES,phi1,capphi1,invmills_SOEs,_est_CORRECTED_SOES,p2,_est_HECK_POES,phi2,capphi2,invmills_POEs,_est_CORRECTED_POES,_est_eleven,_est_twelve,_est_nine,_est_ten,strategicpartn,taiwan,chinese_immigrants,log_chinese_immigrants,dup,log_agnu_china,log_unga_imp,log_dist_china,log_gdp,log_exchrate,migra_dummy,log_exports,log_imports,exports,imports,natres,russia_unga,france_unga,uk_unga,assist_oecd,log_natres,taiwan_fdi,log_russia_unga
2010,Malaysia,820,SE Asia,8,1650,4,32.4,81.900002,34,1573000,11.791,178.672,6319,28.275835,15130.12,.095482819,.10663967,4355.0469,145,3.4000001,4.1186829,3.221087,10,55,51,78.699997,30,50,1.2024401,.055630542,1,32.400002,.18435295,1.2024401,.96575302,1,7,0,0,0,1,412.5,0,1,1,32.400002,.18435295,10.926488,58.353714,.41699919,.0071460609,.0071460609,.0071460609,-.19618137,-.31127593,-.14967316,-.2084526,.18435295,-2.8890228,1.713168,.055724792,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20304945230,MYS,0,15130.118,14859.50583013306,.000067296991,113643688,1.1151471,-.76390719,-.8028186,-.18180543,-.10021733,-.23089546,-.16430284,-.98707879,3.8155789,1.713168,1,1,1,1,1,1,1,1,1,1,1.3509432,1,.16017917,.91164321,.17570379,1,-.18272147,1,.3923378,.42750829,.9177314,1,1,1,1,1,0,0,0,10.914724,1,-.034847151,3.4781585,8.3790903,5.1855516,1.1697189,1,-4.1939917,-3.3207784,.126048,.12598762,40.508482,.86567003,.58955002,.54478002,2050000,17.517021,370,-.14425148
2011,Malaysia,820,SE Asia,8,2760,5,45.6,83.800003,17,2863000,11.627,187.834,6531,28.758968,15130.12,.083044253,.09653236,4355.0469,133,3.0999999,5.5168886,3.060003,10,50,45,78.699997,45,50,.59111995,.099551551,1,45.599998,-.52573633,.59111995,.97058803,1,7,0,0,0,1,492.5,790,1,1,45.599998,-.52573633,11.50843,95.970062,.40429127,.0042126812,.0042126812,.0042126812,.3755745,-.34312883,-.14801644,-.20845276,-.52573633,-2.3070796,1.8503883,.092226483,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,20351281737,MYS,0,15130.118,14859.50583013306,.000067296991,108347168,1.0246454,-.76390719,-.8028186,-.1526023,-.26046064,.2361549,-.098400585,-.98707879,3.8155789,1.8503883,1,1,1,1,1,1,1,1,1,1,1.548378,1,.12031094,.93923432,.1280947,1,-.12282642,1,.39594433,.45112228,.87768734,1,1,1,1,1,0,0,0,-15.18,0,-.029853176,3.8199077,8.3790903,5.2355585,1.118416,0,-4.220634,-3.3342538,,,,,,,,,0,
2012,Malaysia,820,SE Asia,8,4000,5,36.8,81.300003,9,828600,14.08,198.428,6786,29.239927,15130.12,.086695991,.080964588,4355.0469,133,3,.73851591,3.0888009,10,50,44,78.800003,45,50,.3077983,.028337965,1,36.799999,-1.1783106,.3077983,.96052599,1,7,0,0,0,1,965,330,1,1,36.799999,-1.1783106,10.251958,136.79924,.48153335,.0035200003,.0035200003,.0035200003,-.0055961409,-.35789132,-.15070266,-.20845281,-1.1783106,-3.5635529,1.6077788,.057248123,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,19751676112,MYS,0,15130.118,14859.50583013306,.000067296991,99540768,.87417048,-.76390719,-.8028186,-.27067992,-.25387484,-.062383123,-.21491767,-.98707879,3.8155789,1.6077788,1,1,1,1,1,1,1,1,1,1,1.4254456,1,.14444073,.92298579,.1564929,1,.46743265,1,.35765547,.67990482,.52603757,1,1,1,1,1,0,0,0,-15.18,0,-.04027424,3.6054978,8.3790903,5.2904263,1.1277829,0,-4.0269847,-3.4399152,,,,,,,,,0,
2005,Singapore,830,SE Asia,8,0,0,20,60,27,0,76.39,127.418,29870,4.2658,15350.5,.10394218,.11718631,4484.6572,80,4.0999999,2.2261689,1.6643975,10,90,94,85,90,60,6.3294106,0,1,20,1.8452071,6.3294106,.88805997,1,4,20,1.8452071,,0,0,0,1,0,0,0,,.000099999997,17.907543,179075.44,0,179075.44,-.73328555,-.04413474,-.15177158,10.257872,1.8452071,,5.87327,7.0573287,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18017061104,SGP,1,15350.503,15122.62038847656,.000066126107,141401216,1.5894402,-.78013247,1.2437606,3.0606363,.85864091,1.2256324,1.8336519,-.98707879,3.8155789,5.87327,0,0,0,0,0,0,0,0,0,0,-1.2348176,1,.18612704,.10844919,1.7162603,0,-2.4758108,0,.018615549,.0066467007,2.8007202,0,0,0,1,1,0,0,0,12.84994,1,-.118716,2.9957323,8.4084177,4.8474731,.50946319,1,-3.8245411,-3.6879237,.086030208,.086030208,34.892199,.83561999,.67567998,.64864999,0,17.367773,98,-.17958133
2006,Singapore,830,SE Asia,8,970,1,0,55,21,0,81.87900000000001,138.707,31514,4.4014,15350.5,.10167129,.12684365,4484.6572,80,3.5999999,1.7199844,1.5889333,10,90,93,85,90,60,4.7712092,0,1,0,1.5625998,4.7712092,.91790998,1,4,0,1.5625998,,1,970,0,1,1,0,1.5625998,,220.38443,18.602945,.084411338,.084411338,.084411338,-1.5995826,-.12532495,-.15177158,-.20844808,1.5625998,,2.2705319,.015988573,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21375654536.5,SGP,1,15350.503,15122.62038847656,.000066126107,154106528,1.806536,-.78013247,1.2437606,.82394034,.84427464,-2.2239077,.10337996,-.98707879,3.8155789,2.2705319,1,1,1,1,1,1,0,0,1,1,.047355458,1,.3984952,.51888502,.76798362,1,-1.1887156,1,.19682094,.1172758,1.6782742,1,1,1,1,1,0,0,0,12.84994,1,-.085655957,,8.4084177,4.932364,.46306294,1,-3.7326801,-3.8018641,.097462788,.097462788,43.596453,.84482998,.68966001,.67816001,0,17.590487,806,-.16861989
2007,Singapore,830,SE Asia,8,0,0,11.1,60,18,0,93.529,151.346,32983,4.5886,15350.5,.089126401,.12427751,4484.6572,80,3,5.8609939,1.5071017,10,90,94,90,80,50,3.922765,0,1,11.1,1.3667967,3.922765,.92361099,1,4,0,0,,1,0,0,1,0,0,0,,.000099999997,20.382906,203829.06,0,203829.06,-1.1187876,-.16953319,-.15177158,11.704633,1.3667967,,6.256597,8.1955519,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,22488327337.5,SGP,1,15350.503,15122.62038847656,.000066126107,148588848,1.7122552,-.78013247,1.2437606,3.4266033,.9320122,1.2689191,2.0177505,-.98707879,3.8155789,6.256597,1,1,1,1,1,1,0,0,1,1,-.8103897,1,.28727818,.20885812,1.3754705,1,-3.7923753,1,.00030052071,.000074606585,4.0280724,1,1,1,1,1,0,0,.380766,12.84994,1,-.079464309,2.406945,8.4084177,5.0195684,.41018838,1,-3.707243,-3.9978034,.096641749,.096641749,51.243271,.81579,.63815999,.61688,0,17.752094,0,-.20359832
2008,Singapore,830,SE Asia,8,4090,4,17.7,76,11,0,83.169,154.051,31833,4.8394,15350.5,.071471244,.11849837,4484.6572,84,3.2,-1.4916101,1.4148608,10,90,94,90,80,50,2.2730091,0,1,17.700001,.82110453,2.2730091,.92000002,1,4,0,0,,1,1022.5,0,1,1,17.700001,.82110453,,845.14612,17.185808,.020334719,.020334719,.020334719,-.83290964,-.25549385,-.15177158,-.20845182,.82110453,,2.4191136,.029252173,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22485256255,SGP,1,15350.503,15122.62038847656,.000066126107,145959824,1.6673331,-.78013247,1.2437606,.87846988,.56945616,-1.6048843,.1747386,-.98707879,3.8155789,2.4191136,1,1,1,1,1,1,0,0,1,1,-.069626331,1,.39797646,.47224554,.84273207,1,-.54089344,1,.34465155,.29429051,1.171127,1,1,1,1,1,0,0,0,12.84994,1,-.083381593,2.8735647,8.4084177,5.0372839,.34703118,1,-3.7906673,-4.0279789,.091907293,.091907293,73.63129499999999,.82876998,.65753001,.63194001,0,18.11458,698,-.18781263
2009,Singapore,830,SE Asia,8,2180,2,30.3,81.5,25.5,0,87.90900000000001,153.122,30700,4.9876,15350.5,.06563051,.11886563,4484.6572,84,4.3000002,3.521019,1.4545147,10,90,93,90,80,50,5.1126795,0,1,30.299999,1.6317236,5.1126795,.92857099,1,4,0,0,,1,1090,0,1,1,30.299999,1.6317236,,437.08395,17.625511,.040325232,.040325232,.040325232,-.28714266,-.10753261,-.15177158,-.20845066,1.6317236,,2.4082901,.10644096,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19067349782.5,SGP,1,15350.503,15122.62038847656,.000066126107,124523904,1.3010575,-.78013247,1.2437606,.71309626,.41824311,-1.1207637,.16954052,-.98707879,3.8155789,2.4082901,1,1,1,1,1,1,0,0,1,1,.58597726,1,.33600703,.72105461,.46599388,1,-.23367339,1,.38819784,.40761927,.95235401,1,1,1,1,1,0,0,0,12.84994,1,-.074108452,3.4111476,8.4084177,5.0312352,.37467232,1,-3.6880412,-4.0342855,.097477235,.097477235,51.036517,.82608998,.60145003,.58696002,0,17.748053,37,-.19105157
2010,Singapore,830,SE Asia,8,320,1,34.8,83.5,36.700001,0,102.778,176.458,34758,5.0767,15350.5,.065226398,.11460744,4484.6572,84,3.0999999,-.04598761,1.3635083,10,90,92,90,75,50,7.2291055,0,1,34.799999,1.9781153,7.2291055,.93150699,1,4,0,0,,1,320,0,1,1,34.799999,1.9781153,,63.033073,20.245041,.32118124,.32118124,.32118124,-.092225835,.0027439331,-.15177158,-.20843424,1.9781153,,2.6026628,.16905673,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23448189932.5,SGP,1,15350.503,15122.62038847656,.000066126107,132882552,1.4438818,-.78013247,1.2437606,.77958608,.49949649,-.96393996,.26289105,-.98707879,3.8155789,2.6026628,1,1,1,1,1,1,0,0,1,1,.70619106,1,.31089768,.75996536,.40909454,1,-.57458127,1,.33823636,.28278726,1.1960806,1,1,1,1,1,0,0,0,12.84994,1,-.070951581,3.5496173,8.4084177,5.1730828,.31006104,1,-3.8872352,-4.0333939,.10330754,.10330754,69.795236,.83582002,.61940002,.57463002,0,18.061077,33,-.17934197
2011,Singapore,830,SE Asia,8,530,1,43.6,83.300003,25,43000,119.395,187.146,36103,5.1837,15350.5,.054601356,.10801488,4484.6572,84,2.9000001,.82667881,1.2577759,10,90,92,90,75,60,4.8228102,.0082952334,1,43.599998,1.5733567,4.8228102,.92941201,1,4,0,0,0,1,0,530,1,0,0,0,0,102.24357,23.032776,.22527359,0,.22527359,.28894478,-.12263627,-.15145868,-.20843984,1.5733567,-4.7920742,2.737849,.16190347,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25368239956,SGP,1,15350.503,15122.62038847656,.000066126107,135553200,1.4895151,-.78013247,1.2437606,.88262576,.36939445,-.67079163,.32781637,-.98707879,3.8155789,2.737849,1,1,1,1,1,1,1,1,1,1,.8214227,1,.28470373,.79429722,.35843477,1,-.648812,1,.32322162,.25822994,1.2516814,1,1,1,1,1,0,0,0,-15.18,0,-.073203146,3.7750571,8.4084177,5.2318892,.22934501,0,-3.9772542,-4.12641,,,,,,,,,0,
2012,Singapore,830,SE Asia,8,150,1,38.4,82.199997,21,0,139.708,191.831,36110,5.3124,15350.5,.055402365,.10198363,4484.6572,82,2.8,1.4715266,1.2496762,10,90,93,90,75,70,3.9530156,0,1,38.400002,1.3744787,3.9530156,.92763197,1,4,0,0,,1,0,150,1,0,0,0,,28.235826,26.298471,.93138665,0,.93138665,.063707717,-.16795699,-.15177158,-.20839858,1.3744787,,2.6147368,.1198753,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25495755442.5,SGP,1,15350.503,15122.62038847656,.000066126107,132907376,1.4443059,-.78013247,1.2437606,.84519643,.36842871,-.85377324,.26868987,-.98707879,3.8155789,2.6147368,1,1,1,1,1,1,0,0,1,1,.816728,1,.28580061,.79295808,.36042336,1,-.17703071,1,.39273959,.42974213,.91389596,1,1,1,1,1,0,0,0,-15.18,0,-.075120203,3.6480575,8.4084177,5.2566147,.22288451,0,-3.9175398,-4.1546607,,,,,,,,,0,
2005,Brunei Darussalam,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.03949568,.064831153,5.952989,.85615999,.64188999,.61486,0,15.599404,0,-.15529802
2006,Brunei Darussalam,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.023154613,.078593351,7.36509,.88371998,.65116,.64534998,0,15.812262,0,-.12361503
2007,Brunei Darussalam,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.023154613,.078593351,7.365091,.82894999,.61184001,.59091002,0,15.812262,0,-.18759546
2008,Brunei Darussalam,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.040402707,.078593351,7.365092,.84931999,.63699001,.61110997,0,15.812263,0,-.16331926
2009,Brunei Darussalam,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.040402707,.058462366,6.993162,.84057999,.57246,.55796999,0,15.760444,0,-.17366317
2010,Brunei Darussalam,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.065880649,.078446604,8.59548,.85821003,.59701002,.55224001,0,15.966747,0,-.15290642
2005,Philippines,840,SE Asia,8,0,0,22.2,63,117.5,38253000,6.522,103.066,1201,85.821214,13680.8,.1804432,.188743,2850.3191,195,7.6999998,5.8280206,55.085491,4,30,25,79.400002,30,30,1.3691254,.44572896,1,22.200001,.31417212,1.3691254,.92424202,1,8,22.200001,.31417212,13.007466,1,0,0,1,0,0,0,0,.000099999997,.075995199,759.95203,0,759.95203,-.63799286,-.30259079,-.13495842,-.16403651,.31417212,-.80804425,1.8458104,.037791487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8293283523.5,PHL,1,13680.799,13153.97545587463,.000076022647,80465752,.5482356,-.64299339,1.2437606,.42016575,.1234815,-1.3155112,-.10059923,-.98707879,3.8155789,1.8458104,0,0,0,0,0,0,0,0,0,0,-.37238777,1,.37221828,.35480207,1.0490872,0,-.0012823419,0,.39894196,.49948841,.79870117,0,0,0,1,1,0,0,0,10.496013,1,-.078781314,3.1000922,7.9551864,4.6353698,4.0088863,1,-5.0909581,-3.9372935,.098825045,.098825045,2.00577,.84722,.67123002,.64384001,567120000,14.511539,15,-.16579488
2006,Philippines,840,SE Asia,8,0,0,11.1,59.599998,152.60001,37367000,6.948,108.47,1242,87.366573,13680.8,.18345544,.16085437,2850.3191,195,8,4.9490304,51.314274,4,30,26,79.800003,30,50,1.7466636,.42770362,1,11.1,.55770743,1.7466636,.92537302,1,8,11.1,.55770743,12.966186,1,0,0,1,0,0,0,0,.000099999997,.079526983,795.26984,0,795.26984,-1.1187876,-.28291914,-.13563834,-.16197231,.55770743,-.84932482,1.6942141,.018154152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8876931323.5,PHL,1,13680.799,13153.97545587463,.000076022647,81837664,.57167745,-.64299339,1.2437606,.37063825,.23501311,-1.7041082,-.17340574,-.98707879,3.8155789,1.6942141,1,1,1,1,1,1,1,1,1,1,.17036544,1,.39319456,.56763864,.69268465,1,-1.4801294,1,.13340975,.069419362,1.9217945,1,1,1,1,1,0,0,0,10.496013,1,-.077558361,2.406945,7.9551864,4.6864738,3.937969,1,-5.1290636,-3.801754,.097609125,.097609125,3.874328,.87058997,.68823999,.67646998,564910000,15.169883,13,-.13858417
2007,Philippines,840,SE Asia,8,1580,1,12.5,63.200001,103,43851000,6.953,115.647,1301,88.875548,13680.8,.17044048,.13993008,2850.3191,195,7.4000001,3.0903239,46.148392,4,30,25,79.800003,30,50,1.158924,.4933978,1,12.5,.14749198,1.158924,.944444,1,8,12.5,.14749198,13.109071,1,1580,0,1,1,12.5,.14749198,13.109071,17.777668,.078232989,.0044006328,.0044006328,.0044006328,-1.058147,-.31354335,-.13316031,-.20845276,.14749198,-.70643955,1.6243112,.014088446,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8762683444,PHL,1,13680.799,13153.97545587463,.000076022647,75770952,.46801552,-.64299339,1.2437606,.3220101,.16750042,-1.6613618,-.20697771,-.98707879,3.8155789,1.6243112,1,1,1,1,1,1,1,1,1,1,.37518731,1,.37182897,.6462394,.57537341,1,-1.0580201,1,.22794707,.14502314,1.571798,1,1,1,1,1,0,0,0,10.496013,1,-.057158884,2.5257287,7.9551864,4.7505426,3.8318622,1,-5.0879755,-3.7222743,.11393605,.11393605,4.737171,.85526001,.63815999,.61688,610060000,15.370951,13,-.15634975
2008,Philippines,840,SE Asia,8,1020,1,18.8,75.800003,126,33832800,5.505,120.449,1333,90.371287,13680.8,.16741753,.12807289,2850.3191,195,7.3000002,7.5490599,44.323288,4,30,25,78.800003,30,50,1.3942481,.37437555,1,18.799999,.33235529,1.3942481,.94594598,1,8,18.799999,.33235529,12.833014,1,1020,0,1,1,18.799999,.33235529,12.833014,11.286771,.060915366,.005397059,.005397059,.005397059,-.78526342,-.30128178,-.13764991,-.2084527,.33235529,-.98249584,1.6841196,.026301788,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8706649561.5,PHL,1,13680.799,13153.97545587463,.000076022647,72284944,.4084501,-.64299339,1.2437606,.32121325,.098146185,-1.4357045,-.17825381,-.98707879,3.8155789,1.6841196,1,1,1,1,1,1,1,1,1,1,.16641401,1,.39345628,.56608444,.69504875,1,-.52029681,1,.34843871,.30142835,1.1559587,1,1,1,1,1,0,0,0,10.496013,1,-.055569816,2.933857,7.9551864,4.7912264,3.7915103,1,-5.0541043,-4.0615802,.11143969,.11143969,4.894028,.85914999,.65493,.63380003,47990000,15.403526,3,-.15181176
2009,Philippines,840,SE Asia,8,690,2,30.3,81.199997,153,36908568,4.602,121.832,1326,91.8864,13680.8,.17684312,.11962689,2850.3191,195,7.5,2.7732468,47.679688,4,30,25,78.599998,40,50,1.6650995,.40167606,1,30.299999,.50988489,1.6650995,.92857099,1,8,0,0,0,1,345,0,1,1,30.299999,.50988489,12.903401,7.5092721,.050083581,.0066695656,.0066695656,.0066695656,-.28714266,-.28716904,-.13662012,-.20845263,.50988489,-.91210932,1.6426532,.058734808,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6416886912,PHL,1,13680.799,13153.97545587463,.000076022647,52669964,.073288821,-.64299339,1.2437606,.2028438,-.11150104,-1.0048788,-.19816869,-.98707879,3.8155789,1.6426532,1,1,1,1,1,1,1,1,1,1,.54450184,1,.34397727,.70695192,.48656389,1,-.52017069,1,.34846157,.30147231,1.1558659,1,1,1,1,1,0,0,0,10.496013,1,-.074108452,3.4111476,7.9551864,4.8026428,3.8645055,1,-4.9414659,-4.4328475,.076333076,.076333076,2.611993,.84847999,.59091002,.58332998,309270000,14.775624,22,-.16430879
2010,Philippines,840,SE Asia,8,600,1,31.3,82.699997,209,35553000,5.399,131.131,1403,93.444322,13680.8,.14699736,.10815405,2850.3191,195,7.3000002,4.2223887,45.109665,4,30,23,77.800003,40,50,2.2366259,.38047257,1,31.299999,.80496842,2.2366259,.930556,1,8,0,0,0,1,600,0,1,1,31.299999,.80496842,12.84917,6.4209361,.057777721,.0089983335,.0089983335,.0089983335,-.2438278,-.25738961,-.13741992,-.20845249,.80496842,-.9663412,1.7470787,.069427088,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7839136813.5,PHL,1,13680.799,13153.97545587463,.000076022647,59780960,.19479445,-.64299339,1.2437606,.26272964,-.057622746,-.97674215,-.14801672,-.98707879,3.8155789,1.7470787,1,1,1,1,1,1,1,1,1,1,.62244642,1,.32868406,.73317581,.44830182,1,-.46620482,1,.35786051,.32053444,1.1164495,1,1,1,1,1,0,0,0,10.496013,1,-.071973026,3.4436181,7.9551864,4.8761969,3.8090966,1,-4.9179206,-4.4551067,.11116006,.11116006,3.60975,.86567003,.63432997,.58955002,529820000,15.099149,1,-.14425148
2011,Philippines,840,SE Asia,8,0,0,47.4,84.5,586,26332698,4.897,135.902,1430,95.053437,13680.8,.14792731,.1091169,2850.3191,195,7,4.0207524,43.313137,4,30,24,77.800003,40,50,6.1649532,.27703047,1,47.400002,1.8188806,6.1649532,.940476,1,8,0,0,0,1,0,0,1,0,0,0,0,.000099999997,.051518388,515.1839,0,515.1839,.45354134,-.052703802,-.14132182,-.17834234,1.8188806,-1.2836277,2.0988135,.2251582,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8592958050,PHL,1,13680.799,13153.97545587463,.000076022647,63229076,.25371242,-.64299339,1.2437606,.32677546,-.048599198,-.39097601,.020909559,-.98707879,3.8155789,2.0988135,1,1,1,1,1,1,1,1,1,1,.61632246,1,.32993314,.73115915,.45124668,1,-.59454721,1,.33431163,.2760731,1.2109534,1,1,1,1,1,0,0,0,-15.18,0,-.061369147,3.8586223,7.9551864,4.9119339,3.768456,0,-4.8916259,-4.5736446,,,,,,,,,0,
2012,Philippines,840,SE Asia,8,0,0,36.5,81.5,165,31373100,4.097,145.164,1501,96.70676400000001,13680.8,.1424443,.11614519,2850.3191,193,7,1.9018779,42.228794,4,30,24,75.5,40,50,1.7061888,.32441476,1,36.5,.53426212,1.7061888,.92763197,1,8,0,0,0,1,0,0,1,0,0,0,0,.000099999997,.042365186,423.65186,0,423.65186,-.018590562,-.28502807,-.13953446,-.18369207,.53426212,-1.1257324,1.8524106,.082061507,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8984721215.5,PHL,1,13680.799,13153.97545587463,.000076022647,61893592,.230893,-.64299339,1.2437606,.32148233,-.10437462,-.79392511,-.097429395,-.98707879,3.8155789,1.8524106,1,1,1,1,1,1,1,1,1,1,.65276712,1,.32239074,.74304676,.43387678,1,-.074755684,1,.39782912,.47020456,.84607667,1,1,1,1,1,0,0,0,-15.18,0,-.075120203,3.5973122,7.9551864,4.9778643,3.7431023,0,-4.8076653,-4.5278702,,,,,,,,,0,
2005,Indonesia,850,SE Asia,8,1060,2,10,54.799999,534,8624000,8.603,285.869,1273,224.480901,16180.32,.11544714,.067343786,5220.8789,560,11.2,14.331786,9704.7412,5,30,19,77.199997,30,30,2.3788216,.038417522,1,10,.86660522,2.3788216,.94696999,1,9,0,0,0,1,530,0,1,1,10,.86660522,10.556269,4.7220054,.038323972,.0081160376,.0081160376,.0081160376,-1.166434,-.24998049,-.15032245,-.20845254,.86660522,-3.2592416,.37014541,.015925953,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7995916327.5,IDN,0,16180.323,15535.87316312714,.000064367159,27970562,-.34875,-.80450672,-.8028186,-1.0925188,-.42666399,-.9053666,-.80931062,-.98707879,3.8155789,.37014541,0,0,0,0,0,0,0,0,0,0,.60184979,1,.33285439,.72636294,.45824802,0,.41701868,0,.36571869,.66166764,.55272263,0,0,0,1,1,2,0,0,11.053617,1,-.05448788,2.3025851,8.560421,5.6555338,9.1803694,1,-4.5135798,-4.3595462,.077776767,.077776767,32.187948,.86110997,.62329,.60958999,2533990000,17.287102,9,-.14953306
2006,Indonesia,850,SE Asia,8,540,3,0,45.799999,209,6836000,9.484,301.594,1324,227.709821,16180.32,.11169931,.066589899,5220.8789,576,10.3,14.087422,9159.3164,5,30,20,74.599998,30,30,.91783482,.030020664,1,0,-.085737839,.91783482,.95454502,1,9,0,0,0,1,180,0,1,1,0,-.085737839,10.309641,2.3714392,.041649498,.017562963,.017562963,.017562963,-1.5995826,-.32610533,-.15063918,-.20845199,-.085737839,-3.5058694,.20499104,.00057747285,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8710134660.5,IDN,0,16180.323,15535.87316312714,.000064367159,28880332,-.33320475,-.80450672,-.8028186,-1.1146798,-.38392755,-1.2642187,-.8886286,-.98707879,3.8155789,.20499104,1,1,1,1,1,1,1,1,1,1,1.0289536,1,.23496675,.84824926,.27700201,1,-1.1504649,1,.20582618,.12497623,1.6469227,1,1,1,1,1,2,0,0,11.053617,1,-.046520472,,8.560421,5.7090816,9.1225271,1,-4.6302137,-4.4115195,.082774661,.082774661,39.870471,.8908,.64367998,.63217998,1318320000,17.501146,9,-.11563534
